2023-02-09 00:12:15,153 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:12:15,158 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:12:15,668 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5230989456176758s, status True
2023-02-09 00:12:15,670 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:12:15,671 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:12:15,672 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:12:15,673 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:12:15,674 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 00:15:02,127 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 00:15:02,130 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 00:15:02,771 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6495099067687988s, status True
2023-02-09 00:15:02,772 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 00:15:02,773 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 00:15:02,774 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 00:15:02,775 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 00:15:02,776 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:04:15,381 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:04:15,392 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:04:16,224 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.8513028621673584s, status True
2023-02-09 16:04:16,226 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:04:16,228 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:04:16,230 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:04:16,232 DEBUG property 292 ispo:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:04:16,234 DEBUG property 294 ispo:: ILP infeasible with tolerance 0.1
2023-02-09 16:11:43,468 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:11:43,472 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:11:43,795 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.3328216075897217s, status True
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:11:43,796 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:11:43,797 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:11:43,797 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-02-09 16:12:40,518 INFO solution 42 mnw_solve:: Set parameter Username
2023-02-09 16:12:40,522 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-02-09 16:12:41,137 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.6208090782165527s, status True
2023-02-09 16:12:41,141 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-02-09 16:12:41,142 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-02-09 16:12:41,143 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-02-09 16:12:41,145 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-02-09 16:12:41,146 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 17:55:10,719 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 17:55:10,724 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 17:55:11,260 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.547173023223877s, status True
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.0001
2023-03-17 17:55:11,261 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.001
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.01
2023-03-17 17:55:11,262 DEBUG property 369 ispo2:: ILP infeasible, retry with tolerance 0.1
2023-03-17 17:55:11,263 DEBUG property 371 ispo2:: ILP infeasible with tolerance 0.1
2023-03-17 18:08:53,949 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:08:53,955 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:08:54,541 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.597794771194458s, status True
2023-03-17 18:09:19,306 INFO solution 42 mnw_solve:: Set parameter Username
2023-03-17 18:09:19,311 INFO solution 42 mnw_solve:: Academic license - for non-commercial use only - expires 2024-01-31
2023-03-17 18:09:19,803 INFO eq 157 eq_goods:: done with mnw for instance 1 in 0.5024290084838867s, status True
2023-03-17 18:32:56,168 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:56,168 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eqx: 0
2023-03-17 18:32:56,168 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:56,169 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies ef: 0
2023-03-17 18:32:56,169 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies ef1: 1
2023-03-17 18:32:56,169 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies efx: 1
2023-03-17 18:32:56,170 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies po: 1
2023-03-17 18:32:56,170 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eq+po: 0
2023-03-17 18:32:56,171 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:56,172 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:56,173 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:56,174 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:56,174 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies ef+po: 0
2023-03-17 18:32:56,175 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:56,176 DEBUG eq 36 update_results:: instance 76, method mnw, satisfies efx+po: 1
2023-03-17 18:32:56,651 INFO eq 158 eq_goods:: done with mnw for instance 77 in 0.47446227073669434s, status True
2023-03-17 18:32:56,652 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eq: 0
2023-03-17 18:32:56,652 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eq1: 1
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eqx: 0
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies ef: 0
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies ef1: 1
2023-03-17 18:32:56,653 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies efx: 1
2023-03-17 18:32:56,654 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies po: 1
2023-03-17 18:32:56,655 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eq+po: 0
2023-03-17 18:32:56,656 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:56,657 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:56,658 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:56,658 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:56,659 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies ef+po: 0
2023-03-17 18:32:56,660 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:56,661 DEBUG eq 36 update_results:: instance 77, method mnw, satisfies efx+po: 1
2023-03-17 18:32:57,136 INFO eq 158 eq_goods:: done with mnw for instance 78 in 0.4738900661468506s, status True
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eq: 0
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eq1: 1
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eqx: 1
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:57,137 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies ef: 0
2023-03-17 18:32:57,138 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies ef1: 1
2023-03-17 18:32:57,138 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies efx: 1
2023-03-17 18:32:57,138 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies po: 1
2023-03-17 18:32:57,139 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eq+po: 0
2023-03-17 18:32:57,140 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:57,141 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:57,142 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:57,143 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:57,144 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies ef+po: 0
2023-03-17 18:32:57,144 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:57,145 DEBUG eq 36 update_results:: instance 78, method mnw, satisfies efx+po: 1
2023-03-17 18:32:57,570 INFO eq 158 eq_goods:: done with mnw for instance 79 in 0.42392706871032715s, status True
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eq: 0
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eq1: 1
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eqx: 1
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies ef: 0
2023-03-17 18:32:57,571 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies ef1: 1
2023-03-17 18:32:57,572 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies efx: 1
2023-03-17 18:32:57,572 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies po: 1
2023-03-17 18:32:57,573 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eq+po: 0
2023-03-17 18:32:57,574 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:57,575 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:57,576 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:57,576 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:57,577 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies ef+po: 0
2023-03-17 18:32:57,578 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:57,579 DEBUG eq 36 update_results:: instance 79, method mnw, satisfies efx+po: 1
2023-03-17 18:32:58,012 INFO eq 158 eq_goods:: done with mnw for instance 80 in 0.43253302574157715s, status True
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eq: 0
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eq1: 1
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eqx: 1
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:58,013 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies ef: 0
2023-03-17 18:32:58,014 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies ef1: 1
2023-03-17 18:32:58,014 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies efx: 1
2023-03-17 18:32:58,014 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies po: 1
2023-03-17 18:32:58,015 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eq+po: 0
2023-03-17 18:32:58,016 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:58,017 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:58,018 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:58,019 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:58,020 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies ef+po: 0
2023-03-17 18:32:58,021 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:58,021 DEBUG eq 36 update_results:: instance 80, method mnw, satisfies efx+po: 1
2023-03-17 18:32:58,457 INFO eq 158 eq_goods:: done with mnw for instance 81 in 0.4347357749938965s, status True
2023-03-17 18:32:58,458 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eq: 0
2023-03-17 18:32:58,458 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eq1: 1
2023-03-17 18:32:58,458 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:58,458 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eqx: 0
2023-03-17 18:32:58,458 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies dupeqx: 0
2023-03-17 18:32:58,459 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies ef: 0
2023-03-17 18:32:58,459 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies ef1: 1
2023-03-17 18:32:58,459 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies efx: 1
2023-03-17 18:32:58,459 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies po: 1
2023-03-17 18:32:58,460 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eq+po: 0
2023-03-17 18:32:58,461 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:58,462 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eqx+po: 0
2023-03-17 18:32:58,463 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:58,464 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:32:58,464 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies ef+po: 0
2023-03-17 18:32:58,465 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:58,466 DEBUG eq 36 update_results:: instance 81, method mnw, satisfies efx+po: 1
2023-03-17 18:32:58,919 INFO eq 158 eq_goods:: done with mnw for instance 82 in 0.45248985290527344s, status True
2023-03-17 18:32:58,920 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eq: 0
2023-03-17 18:32:58,920 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eq1: 1
2023-03-17 18:32:58,920 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:58,920 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eqx: 1
2023-03-17 18:32:58,920 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:58,921 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies ef: 0
2023-03-17 18:32:58,921 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies ef1: 1
2023-03-17 18:32:58,921 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies efx: 1
2023-03-17 18:32:58,922 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies po: 1
2023-03-17 18:32:58,922 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eq+po: 0
2023-03-17 18:32:58,923 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:58,924 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:58,925 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:58,926 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:58,926 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies ef+po: 0
2023-03-17 18:32:58,927 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:58,928 DEBUG eq 36 update_results:: instance 82, method mnw, satisfies efx+po: 1
2023-03-17 18:32:59,361 INFO eq 158 eq_goods:: done with mnw for instance 83 in 0.43207812309265137s, status True
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eq: 0
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eq1: 1
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eqx: 1
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies ef: 0
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies ef1: 1
2023-03-17 18:32:59,362 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies efx: 1
2023-03-17 18:32:59,363 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies po: 1
2023-03-17 18:32:59,364 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eq+po: 0
2023-03-17 18:32:59,365 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:59,366 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:59,366 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:59,367 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:59,368 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies ef+po: 0
2023-03-17 18:32:59,369 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:59,369 DEBUG eq 36 update_results:: instance 83, method mnw, satisfies efx+po: 1
2023-03-17 18:32:59,829 INFO eq 158 eq_goods:: done with mnw for instance 84 in 0.45863914489746094s, status True
2023-03-17 18:32:59,830 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eq: 0
2023-03-17 18:32:59,830 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eq1: 1
2023-03-17 18:32:59,830 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies dupeq1: 1
2023-03-17 18:32:59,830 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eqx: 1
2023-03-17 18:32:59,830 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies dupeqx: 1
2023-03-17 18:32:59,831 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies ef: 1
2023-03-17 18:32:59,831 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies ef1: 1
2023-03-17 18:32:59,831 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies efx: 1
2023-03-17 18:32:59,832 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies po: 1
2023-03-17 18:32:59,832 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eq+po: 0
2023-03-17 18:32:59,833 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eq1+po: 1
2023-03-17 18:32:59,834 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eqx+po: 1
2023-03-17 18:32:59,835 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:32:59,836 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:32:59,836 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies ef+po: 1
2023-03-17 18:32:59,837 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies ef1+po: 1
2023-03-17 18:32:59,838 DEBUG eq 36 update_results:: instance 84, method mnw, satisfies efx+po: 1
2023-03-17 18:33:00,268 INFO eq 158 eq_goods:: done with mnw for instance 85 in 0.4289116859436035s, status True
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eq: 0
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eq1: 1
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies dupeq1: 1
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eqx: 1
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies dupeqx: 1
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies ef: 0
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies ef1: 1
2023-03-17 18:33:00,269 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies efx: 1
2023-03-17 18:33:00,270 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies po: 1
2023-03-17 18:33:00,271 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eq+po: 0
2023-03-17 18:33:00,272 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eq1+po: 1
2023-03-17 18:33:00,273 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eqx+po: 1
2023-03-17 18:33:00,274 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:33:00,274 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:33:00,275 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies ef+po: 0
2023-03-17 18:33:00,276 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies ef1+po: 1
2023-03-17 18:33:00,277 DEBUG eq 36 update_results:: instance 85, method mnw, satisfies efx+po: 1
2023-03-17 18:33:00,757 INFO eq 158 eq_goods:: done with mnw for instance 86 in 0.4794120788574219s, status True
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eq: 0
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eq1: 1
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies dupeq1: 1
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eqx: 0
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies dupeqx: 0
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies ef: 0
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies ef1: 1
2023-03-17 18:33:00,758 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies efx: 1
2023-03-17 18:33:00,759 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies po: 1
2023-03-17 18:33:00,760 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eq+po: 0
2023-03-17 18:33:00,761 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eq1+po: 1
2023-03-17 18:33:00,762 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eqx+po: 0
2023-03-17 18:33:00,762 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:33:00,763 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies eqx+efx+po: 0
2023-03-17 18:33:00,764 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies ef+po: 0
2023-03-17 18:33:00,765 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies ef1+po: 1
2023-03-17 18:33:00,765 DEBUG eq 36 update_results:: instance 86, method mnw, satisfies efx+po: 1
2023-03-17 18:33:01,248 INFO eq 158 eq_goods:: done with mnw for instance 87 in 0.481691837310791s, status True
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eq: 0
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eq1: 1
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies dupeq1: 1
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eqx: 1
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies dupeqx: 1
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies ef: 1
2023-03-17 18:33:01,249 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies ef1: 1
2023-03-17 18:33:01,250 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies efx: 1
2023-03-17 18:33:01,250 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies po: 1
2023-03-17 18:33:01,251 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eq+po: 0
2023-03-17 18:33:01,252 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eq1+po: 1
2023-03-17 18:33:01,253 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eqx+po: 1
2023-03-17 18:33:01,254 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eq1+ef1+po: 1
2023-03-17 18:33:01,255 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies eqx+efx+po: 1
2023-03-17 18:33:01,255 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies ef+po: 1
2023-03-17 18:33:01,256 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies ef1+po: 1
2023-03-17 18:33:01,257 DEBUG eq 36 update_results:: instance 87, method mnw, satisfies efx+po: 1
2023-03-17 18:33:01,762 INFO eq 158 eq_goods:: done with mnw for instance 88 in 0.5039010047912598s, status True
2023-03-17 18:33:01,763 DEBUG eq 36 update_results:: instance 88, method mnw, satisfies eq: 0
2023-03-17 18:33:01,763 DEBUG eq 36 update_results:: instance 88, method mnw, satisfies eq1: 1
